Super cool place	96
Vacation	100
Very clean, comfortable and friendly hotel.	100
Comfortable stay	60
Excellent!!	100
remembering the Heathman	100
Good	75
Good	75
Wedding reception	80
Overnight stay	100
A city break in a clean and nice hotel.	88
Okay, but wouldn't stay again.	46
Lovely hotel	96
Nice location. Requires more maintenance	63
Not worth the prices they charge	50
Hotel in the heart of everything	100
STOLEN CLOTHES - RUDE UNHELPFUL STAFF AVOID	20
Great value if you need to wash your clothes	92
Great stay	100
Rating of this hotel should be only two and NOT four stars.	58
Thought this was supposed to be a clean quality hotel? Feces and filth!	40
A excellent place to stay I will return again.	96
Flawless	100
Excellent staff and location.	100
Good	79
Wish I had stayed here the whole time I was in Norwich	79
Horrible! Dirty	25
Good for price	80
Old city and the river!!!Great!	100
Really pleasant short stay	90
Ride the night cycle	60
Typical airport hotel, had some issues.	60
Hard to rate this hotel	60
Good	75
Good	71
Not at all what the site said it would be.	40
Stunning and superb !	100
Excellent Stay	100
Wonderful	92
Good	75
Travelers accommodation	96
Pow Wow weekend Canada Day	100
Exceptional	100
Calm and silent.	71
Do not stay here. It really isn't worth it...	29
Bright clean safe	100
Nice for 1 Night	80
Great place for a family holiday	80
Good.	71
Nice small place outside Kassel.	83
Poor	33
Excellent	88
Very disappointed	50
Very nice stay in wonderful Rome!	96
Good	75
Stop over	79
Great value for the budget minded	80
first class resort	96
Week-end in Madrid	75
Excellent!	96
Perfect kind of accommodation!	88
Excellent value for money	80
Nicely developed	100
Dramatic Wave Watching	100
nathing	75
Tastefully decorated rooms and helpful staff	75
Fair	50
Great	83
Good budget choice in the old city of Nafplio	79
Excellence from start to finish.	100
Fantastic	100
Disappointed	71
Unique	100
Good	79
Good	75
Exceptional	100
Get ready to feel loved and pampered!	100
Very Good	83
Very friendly staff, good location , nice hotel	92
Cheap pay for what you get	50
Recommended only for location	50
Run down for 4.5 star hotel	60
Exceptional	96
Quick & dirty...	71
Santa Ponsa in June	100
Renovated rooms very good	80
No complaints!	100
Very nice hotel	100
Comfortable room, attentive staff	100
Exceptional	100
i do not recommend	38
Very clean hotel	80
Ideal base for visiting historic Perigueux.	83
Good one, nice people and house with some small issues	88
Good	75
Perfect stay	92
Exceptional Service	100
Out of town, but good bus connection.	79
Budapest break	80
Good	75
From QLD	100
Exceptional	96
Good hotel!	67
Would not recommend.	38
nasty	29
Fabulous location, great staff.	92
Great Location	83
ROOM TIP!  Health Alert	60
Good option!	92
Really great hotel!	100
Great stay	88
Clean and good hotel stay	83
Good	79
Stinky noisy area not for tourists but for locals	50
In the heart of Doha	100
Grand Old Hotel	92
Okay	58
Great Location	80
Amazing hotel great location	100
Good	79
A very pleasant and relaxed time	96
Another wonderful stay	100
Great breakfast, even better staff!	83
I probably would go back because of the customer service - but I think it needs some updates	63
Exceptional	100
Great city break for sun, sea, shopping and food.	92
Unique water-side location!	80
Exceptional staff	100
Warm and comfortable in a beautiful part of the country.	88
Nice Hotel, but lose the double beds	80
Exceptional	100
Pleasant	63
Exceptional	100
Good but pricey	60
Interesting character of grounds and sympathetic themed rooms	80
Motel with really friendly staff	83
Good	71
Very Good	83
Great Hostel	100
Central New York	71
100% recommended this place	92
WARNING - Do not take the 5-people suite - The rest about the hotel is great	75
Amazing location, wonderful hosts	100
Leaking shower tray and poor restaurant service	80
Fair	54
Relaxing	80
Good place	83
Would not stay there again, although a very keen golfer, until it is totally refurbished	54
Wonderful	92
Didn't get past check-in :(	20
Only 1 time to make a first impression	40
Good	63
Clean and comfortable hotel	100
Average	60
Perfect hidden gem great calue	100
Horrible	40
Good	75
Do not stay here	29
Wonderful experience, BEST staff	100
Fair	54
Excellent value for money hotel	100
not the Marriott pillows or mattresses	80
Exceptional	100
A comfortable well appointed hotel	92
Real value for money!!!	100
Nice stay	71
Good	79
Fair	54
comfotable  comfortable  confortable	79
Best hotel to Amalfi Coast	100
Excellent	88
Love to come back after 3 years..	100
Cool! Just like Prague	100
Good value for money.	75
Had a very nice time	80
Cozy, private and quiet	92
My stay.	60
Okay for the price but there are better nearby	60
Amazing trip	100
Experienced ROACHES the hotel is beautiful in the entry area but the bedroom experience with the roaches was terrible	40
The name of this place says everything about it	100
Lovely weekend away	83
Excellent stay.	100
Excellent	88
Wonderful stay in the Sacred Valley	100
Not even a work desk to place my laptop computer.	63
Vacationing in Style	100
Awesome Hotel	100
would not book again	40
Not worth the money	40
Pleasant	67
Great location in Downtown Toronto	80
Once would have been a nice hotel.	40
Excellent Boutique hotel right next to fresh air market	80
Charming Staff	100
Very relaxing , great spa	80
Good	71
Building site	67
I would not go back.	38
Good	75
Nice hotel, great view	80
Good	79
Walk to Mykonos town / van to beach	100
Nice hotel with great bar with live band!	100
Hairy sheets  and unresponsive staff	20
Easy access to o2	88
Price reasonable	80
Very nice hotel in the heart of Galway!	80
Decent quality for the price, but food was bad	58
Good Stay	100
Exceptional	96
If you don't speak their language, you're wrong	79
Comfortable rooms.	96
Gorgeous hotel in a historic building but maybe worth paying more for better room?	83
Good family spot .easy access I17	96
Very pleased overall	80
NEVER USE HOTEL OFFER TRIP.	63
Excellent	88
Could have been better	40
Great location great room	100
attending a funeral	100
Exceptional	100
Easy access to city	75
You get what you pay for	67
Good	79
Apart from parking issue rest everything was fine.	71
Nice place	71
Disappointing	60
Good	75
Overnight stay to Eurotunnel	83
Decent and good for the price	80
It was ok	67
Good hotel in a calm place	80
Clean water	100
Pleasant and well run	100
Exceptional	96
Nice to Remember, Room cleaning to be maintained	81
Village hotel Wirral	100
Nice	80
Would definitely stay there again	96
Sensational hotel	100
If I needed a room I would stay again	67
Nice hotel	92
Fair	50
Best Beach	80
Great value and comfortable	80
Fair two-star hotel in a good location.	63
Excellent	88
Great Boutique Hotel	100
Outstanding Experience	100
Was a good hotel, I would recommend my friends	71
Be aware of the front desk lady!	67
Nice place To stat in the Center of Séville	80
Lovely Clean Motel to Stay in	100
Quick Jaunt to the City!	100
Good	71
best ever experience	100
Sleek and Sagging	60
Good stay	80
Excellent	92
Great hostel	100
Great value for money whilst at a nearby wedding	79
Perfect for a nice weekend away	100
very nice view, staff very kinde	88
Nice Hotel in Tirupati	80
Good	79
Fabulous for the money	96
Awful hotel.	20
Poor	38
Paradisus La Esmeralda	80
Disappointing for a newer hotel for the cost.	38
Very Good	83
Good	75
Amazing stay, can´t wait to stay there longer and enjoy the tours and the experiences offered.	100
Not as comfortable as we had hoped.	75
Unique	100
A wonderful stay with awesome food!	100
Nice hotel close to shopping and restaurants	80
Wonderful view, romantic	96
Excellent place to stay.	100
Weekend trip	60
paradise in the sun!	100
Best stuff	75
Very nice hotel, helpful staff	88
Parking	54
Disappointing	46
Worst holiday	20
Lovely hotel, perfect for a mini break.	80
Great for the budget traveller	71
Family Fun	92
First time stay at an Embassy Suites	100
Convenient	71
First Class Hotel	100
What a gem!	100
July 4th Holiday	60
Exceptional	96
Very basic and not cheap	63
Perfect location; perfect everything	100
Perfect	100
Relaxing stay!	83
Worst Hotel Experince of my life!	20
ONE OF THE BEST PLACES TO STAY IN CHARLESTON!	100
Awful Experience	20
Great hotel & family friendly	80
Beautiful resort for our honeymoon	100
Wonderful	92
Time Out before busy June	100
Friendly, convenient & affordable	96
2nd try better but some still same	63
Good	71
Stunning loved the whole experience	100
You get what you pay for	58
Loved our Stay!	80
Wonderful stay in a great Rome location!	100
Rejuvenating stay in a gorgeous setting	100
Loved everything!	100
Great Hotel	100
Fair	54
Exceptional	96
Not good	20
A great nights sleep on the way to our holiday	83
Comfortable	63
So disgusted right now I can't even speak.	25
Great, inexpensive hotel in Alexandria near attractions.	96
Family get away	100
Great location, beautiful gardens.	100
Best stay in a hotel for a long time.	100
No return	60
Not worth calling a 5star	60
I loved Hotel Henriette	100
Great time!	100
not my cup of tea	40
Adequate for requirements	60
An Absolutely  Beautiful Place!	100
Very Good	83
Overall Excellent	96
more for men not so much for women	60
The Greatest Place In The Carribean!	100
Nice friendly and helpful staff	80
Good value	96
Staff and Service excellent	80
Vavation	100
Fair	50
Basic, but practical.	75
Outstanding	80
Good	71
Wished we never left!	100
Great Hotel for the money!	100
Fair value	100
Mexico City	100
A great friendly place	92
Excellent accomodations	100
The best of them all!	100
Just about the best in Hyderabad	92
Perfect location	100
Quaint older themed motel	100
Good	75
Disappointing	46
just book it	100
Great place	100
One of the things to see in Vienna	80
In the heart of Kotor	83
Expensive for what you get	60
Disappointing	46
A great place to stay for a single or group of golfers.	83
Excellent location	67
Great hotel with perfect location	83
Great hotel and great customer service	100
Good	75
Great stay	96
Family trip to Rome	100
My reviews for this  hotel excellent	100
superior quality at a reasonable price	100
Very Good	83
Ok for en nat	54
We'll stay somewhere else next time.	50
Rude and abrupt staff!	42
service	80
Fair	54
Quite get a away!	100
My husband's 40th birthday trip	100
Wonderful	92
Average hotel, not enough activities for adults.	60
Exceptional	96
As a whole, our hotel stay was very pleasant.	79
Great position and amenities, Motel style room.	75
Best stay for my visit to Ft. Bragg!!	96
Okay	58
No - just no!	20
This was an anniversary trip	100
Great Experience.	100
Very nice place. Great breakfast	80
Wonderful	92
Good location and clean but expensive	54
Best holiday ever and going back	100
Pleasant	63
Very welcoming	100
Rest & Refresh	100
Exceptional	100
A satisfied guest	83
Talbott Chicago does not disappoint	100
Not four star any more... but service with a smile	40
Exceptional	100
Ok stay	60
Pleasant	63
Not bad, wished it was renovated all throughout .	75
Good food	100
Great hotel and great location	100
Location, location, location!	83
Noisy neighbourhood but ok for 5he price	71
Great Little Hotel	96
Oasis in Mumbai	100
What a Pity	20
Very Good	83
Wouldn't return	63
Pleasant stay in attractive hotel	75
For just the one night this was fine.	83
Exceptional	100
Riviera Maya/ Hacienda tres Ríos	80
Great value	80
5th July visit	80
Wonderful	92
outstanding service	100
Exceptional	100
Beautiful location with superb views	83
Resonable Price - they could ask for more if they maintain the Hotel better.	88
High class hotel	100
O.k.	60
Stolen Credit Card information! Untrustworthy Staff.	20
Spend £10 million then call me back.	42
Great place to stay to enjoy both the city of a Boston and the sea side town of Winthrop	100
Definetely we will go back to aston.	100
Poor	46
1 night stay Stuttgart	83
Disappointing	46
Fair	54
Was fine	60
Friendly place to stay	80
Good value for money, but very unwelcoming staff	63
The Magic Magani	80
Somewhat ok	71
Brilliant value boutique hotel in a great location.	92
Good	75
Amazing- been here four times now	100
Cheap digs, all went well but probably wouldn't go back.	67
Fairly good hotel to stay in	71
Great place to stay!	83
Great location good price	79
Lousy hotel	25
Best staycation ever	100
Great stay in Torre dell'Orso	100
Cigarette smoke	40
Great location for walking to almost everthing but tight on space.	79
Fairborn	60
Hotel	60
Not worth your money	25
Nice hotel with very nice pool	80
surpassed expectations	80
A hotel that has everything you need - including a cell phone!	100
Good	71
Average Hotel Not 5T	60
Remodeling is good but...	60
Exceptional	100
A great self contained apartment for a week at a conference	80
Exceeded expectations and great service	100
Great location	100
Wonderful stay	80
very happy as always	100
A sign of the times when someone gets this kind of $$ for this kind of room.	46
Great atmosphere and location!	92
Good vibes	100
Cozy comfortable and clean rooms	100
Poor	38
My stay was wonderful a time to conect with family.	88
Great location, friendly staff and beautiful hotel	100
Renters beware!	50
Location location location!	83
Stags	100
Quality budget place to stay	96
Blessed at a pleasant stay	100
Good cheap hotel you pay for what you get	54
Overall good	80
Very convenient location, but be sure to consider other factors.	71
Langham brillance	100
Family Reunion @ North Beach Plantation	100
Family holiday	100
Value for money hotel for visiting Tunbridge Wells.	79
Nice for a night but wouldn't have liked to stay there longer.	67
A very relaxing weekend.	100
Exceptional	100
slight setback from prior visit	80
Wonderful	92
Very poor value for money.  Wouldn't stay there again.	42
Exceptional	100
Fair	50
Excellent stay - Radisson Flagstaff	100
Great hotel, highly recommended	100
Wonderful and Accommodating	100
a weekend in Glasgow	100
Wonderful	92
Renovation Rescue Please	20
great location poor parking	75
Excellent location and good room and service	93
enjoyable	100
Excellent	88
Lovely staff	80
Excellent value, will book again when we return to London. Excellent location.	96
Disappointed	60
Very Poor	29
Comfortable and very Convenient	80
Good hotel for families	88
Friendly staff. Mediocre hotel with good location.	60
Eleventh visit to Egypt this hotel far exceeded all the rest it is truly a Palace!	100
Nice hotel next to the Nara Park	100
Great Place Near Airport	100
Poor value	40
Good overall, quite and comfortable rooms	79
A little hidden gem!	100
Exceptional	100
Charm full and friendly place	92
Very nice hotel	100
A bargain in a great location	80
Overall a lovely hotel to stay in with lake to relax by.	83
Very Clean and Luxurious Hotel	100
Great stay	96
Nice location but rooms need updating	60
Best in Town	100
Beautiful Sea/beach rest for family	100
Disappointed	40
Exceptional	100
Too amazing to describe	100
Well situated, quiet and clean	80
Pleasant	67
good hotel, nice beach	80
Lovely hotel!	100
Wonderful	92
Family holiday	100
Would definitely stay here again.	100
Wonderful hotel	100
Best location and excellent view	92
Good	79
If nothing else is available although again	58
Exceptional	96
Had a great time	80
Pleasant	60
Perfect place for 1 nite stop	92
A fabulous birthday celebration!	100
Affordable and nice	100
Exceptional	96
Great Holiday with a few niggles.	80
Great value price	88
Great base for visiting Maryland sites and Washington, DC.  A bargain compared to DC hotels	83
Excellent Hotel	100
Give my money back !	29
Lovely hotel Wonderful experience	100
Exceptional	96
Amazing Week in a Fantastic Hotel	100
for me a good location with nice people in a lovely garden	79
Good for the Money; Great location	83
Ok for a one night stay after a concert, couldn't have done two nights. Perfect location for Hyde P	54
Exceptional	100
Fantastic stay in The Hague	100
Excellent	88
Excellent to stay !!!!	75
Great Trip	100
Excellent	100
Family Friendly	88
A Jewel  find	100
Disappointing stay.	58
Perfect place to stay for St. Malo	100
Very Poor	25
Best time ever!!!	100
Not bad for the price	80
Nice hotel centerally located	60
I personally do not want to stay here again.	45
Cozy Place	100
Okay for the price	63
Great Hotel	80
Friendly staff willing to help.	75
Full of  surprise's - All nice !	100
Wonderful Paris	75
i would say it was ok	67
My stay	60
Visual beauty	100
New place	80
Very nice and relax\nBest weekend  Gold Coast stay	100
Outdated Rooms	20
Fantastic hotel	100
Not ideal	60
WOW.	100
good location	80
Great food in a great location.	92
Ms Gina	100
Good, peaceful stay! Close enough to the madness but far enough to relax!	88
Could have been better	75
Tiny rooms that are too small to fit guests with luggage	54
Luxurious, but....	80
Need more parking	79
Pleasant	63
Spacious and clean!	100
Great food and service was perfect	100
Went above and beyond to help us out	83
Great location, fair price!	75
Really comfortable and clean room at a great price in a better location	100
Great hotel	100
Okay	58
Perfect	100
Philly getaway	75
Excellent hotel	100
Pleasant nights stay.	75
Wonderful	92
amazing hotel	80
Modern studio apartment in an excellent location!	88
If you're looking for luxury, this isn't the place for you.	42
Very Good	83
An escape from the City	80
Well worth a visit.	83
Just ok	54
Good	71
Only one night	80
Excellent	100
Poor	33
Good value	75
Rejuvenating	100
Absolutely amazing holiday!	80
WORST HOSTEL EVER	20
Good	79
stay somewhere else	50
Quality and Convenient	100
Levanto is a great town to use as a base for Cinque Terra. Close to train.	100
Stay here if you want boutique hotel in the old town and value for money	92
Awesome location, great amenities helpful staff!	75
Good	71
Poor	38
Another great experience. Could've stayed longer	100
Wonderful	92
Really good stay here.	80
Will not stay there again	50
Fair	50
Fair	50
Pleasant	63
Repeat visitors to Malta and the Seabank	100
Great Stay in Washington, DC	92
Great stay	80
Excellent location but poor in sound isolation	96
Perfect position and great value for money	75
Excellent stay at drury	100
'Antique' Hotel	60
Terisa	100
Exceptional	100
Nice hotel close to the beach	100
Just a clean bed and TV.	75
Clean Room, Nice area and close to hiway	100
Staff friendly but won't stay there again	58
Great place to stay in London	100
Pleasant stay, however 3 star vs 4 star	63
Exceptional	100
Lovely room in Clarens	100
Amazing	100
Very great stay!! will keep coming here !!	96
Hyde Park very close - Location great	79
No complaints	80
Great Beach Staff- Andrew & Raffa	80
Good	75
Nice wee hotel in good location. Attentive staff.	83
Location couldn't be any better.	92
Good hotel generally	75
I like Astoria very much	100
Good	79
Comfortable stay shame about parking	80
Location may not be great but hotel is pretty and comfy!	92
Great stay	92
Great location and value for money.	92
Good	71
Beware: Dishonest Management(Not worth cheap rate)	20
Perfect for a short stop over	96
Affordable motel, quiet location	60
Nice Hotel on Riverwalk	80
Really nice hotel in a nice location	88
Treated like royalty	80
Overall a good place to stay, but do not expect FOUR STAR hotel device that  you may be accustomed	75
Overall, the hotel was a very nice hotel.	83
would stay their again	88
Bucket List Kakslauttanen 'Tick C'	100
Great stay! However....	80
FUN IN THE SUN WITH KING ARMS MOTEL	100
Family hotel, excellent for cleanliness + attention	92
Beautiful Stay Marred By Rude Beach Attendent	40
Not worth the money and my favourite dress taken from our room! No help from management!	20
I would give 10 stars if possible	100
Amazing!	100
First time in japan room	71
Average	80
Prime location - Mediocre hotel	80
The room was very clean and the king size bed was very comfortable.	96
5 star plus	100
Great two nights before our cruise.	80
Hotel is fine/ Hotel restaurant awful	60
Apartment hotel in a great location	71
En route south from Scotland	100
Ideal accommodation at a fantastic rate.	96
Kid friendly	100
Amazing	100
Best Way to Spend our 10-yr Anniversary	100
Gucci Deadheads	100
A relaxing and happy stay	75
Very Good	83
Exceptional	100
Very convenient for the motor racing	79
Great Stay	80
Not ideal for business. Makes sense for personal travel.	63
Nice location in a historic hotel	80
Wonderful	92
GREAT HOTEL IN THE HEART OF MEXICO CITY	100
Very Good	83
An enjoyable stay in a great surrounding area	88
Great family time at the Rodd Royalty.	88
Happy stay in Lissabon, excellent service	100
Weekend away	60
Really nice for the value you pay.	100
Terrible experience	100
Candlewood was not my first choice, but I loved everything about the hotel. All rooms clean smell fr	96
Weekend getaway	100
A Stay of 2 Weeks: positive experience.	60
Excellent stay, value for money and great location.	100
Fantastic 4 days in La Rioja in a fabulous hotel , couldn't have asked for more	100
We shall return!	96
Völlig ausreichendes Apartment mit einfacher Ausstattung, aber guter Lage!	71
Good hotel and very central	88
Thank You Tangerine Staff	80
AVERAGE HOTEL!!!	60
Wonderful Stay	100
Nice staff	80
Location the only thing it has going for it!!!	20
Very nice centrally located Hyatt in SF	80
The M hotel is in a great location	100
Its a chain hotel	80
lovely place to stay - wish it were longer	96
A Short but Comfortable Stay	100
Exceptional	100
Ok for the price, but needs a bit of work	54
Conveniently placed, excellent reception team.	79
Ok for a short stay, cleanliness needs to be improved	58
Looks nice but...	40
Exceptional	100
Pleasant	67
Pet friendly	92
Totally loved my stay but take your sheets	92
BAD BAD BAD / NO UNDERSTANDING OF THE RULES	20
The River Lee, Cork	100
Clugged sinks and room smelled like smoke	20
Perfect family hotel	92
FINE! would stay there again.	67
A weekend in paradise	100
First time stay in Lake District, would visit again,maybe in differnt location.	63
Fleetwoods Grand Old Hotel.	83
Wonderful Hotel	100
Family fun	100
Beautiful hotel clean and comfortable rooms	100
High quality resort and top notch service	100
Not much to choose from in Williamstown....	40
Good	71
Best value for your dollar in Dawson City	100
Wonderful	92
Delightful	100
comfy hotel but don't put high expectations.	79
Exceptional	100
Wonderful	92
Not only a beach Hotel, a great dinning experience!	100
Overpromiss!	46
Great place to stay!	88
Very disappointed booking.com	50
not suitable for non smokers	58
Bring your own towels and wash clothes	20
Excellent	88
Great place for a break in Benidorm	80
Really nice place to stay some days at the Estonian West Coast :)	79
Excellent location but....	60
Poor	33
Wonderful	92
Very pleasant	83
MUkemmel	100
Close to the airport	80
The good and not so good - Iberostar Paraiso Lindo	60
Excellent	88
rest between a cruise and a flight back to California.	75
Excellent	88
Good location, great value	80
Great location and great room	80
Excellent	88
Weekend break!!	80
Excellent	88
Wonderful	92
Good price and decent	60
Worth discovering this new comfortable and nicely decorated hotel with great facilities	92
Excellent location / Spacy and cozy apartment	92
Value for money, fun for kids, friendly staff!!	96
Good	68
Waldorf Hilton weekend	71
Exceptional	100
Disappointed!	60
Good place.	79
Good	71
Hudson Hotel NYC	100
A great deal	100
No hotel-front beach but very comfortable	96
Worst Hilton property	20
Great Location.  Good price.	80
Hotel with parking in Baga.	80
Wonderful	92
Amazing	100
Excellent hotel for the business traveller.	100
Fabulous !	100
Will not return	40
Great breakfast	80
A great boutique hotel - for the right types	100
a little bit dissapointed vacation	50
A good solution in a great area	83
Our third visit so it speaks for itself	83
In from the sea  but a perfect place to stay	100
Couldn't recommend more!	100
Nice but nothing to rave about	60
Excellent	100
Best hotel.	100
A pleasant b and b, not central but in a decent area wih good bus links, and very near seafront	96
Nascar	100
Great location	100
Dirty	58
Very nice hotel to stay for vacation in the heart of Melbourne.	100
Expensive but cozy	79
Nice hotel with friendly staff.	80
Would recommend	100
Exceptional	100
Right on Fall River	100
Good location, outstanding meals and made our trip worthwhile . Good value for money. Well done.	92
Bad	46
Excellent hotel and very friendly	100
Will come back !	75
Holiday	100
Always a good stay	100
Our trip on the Cabot trai	58
Poor	38
Great find, would definitely stay here again	100
Sun Downer at Drawing Room Balcony	100
Super	100
Surprisingly Nice!	100
Beautiful and kids friendly place in the mountains	100
Exceptional, but be prepared to pay!	80
Excelent hotel in Siem Reap	100
Good	71
Apartments were ok, too many stags and pool never cleaned	67
Great location	80
Island time	80
Fabulous, will definitely come back again	100
Poor customer service	36
Get to Sweet Water Villas . You wont be disappointed.	100
Wonderful Hotel	100
Great location and comfortable stay	100
Good one	80
Lovely hotel in country surroundings	75
Loved it!	100
Good value	60
Underwhelmed - not up to other Aman standards	60
Good for The money	71
Don't waste your money on Ramada	40
Nice hotel close to Duomo	100
Exceptional	96
Disappointed	33
would definitely to stay next time.	96
generally ok but very small bathroom!	58
One night stay	83
Basic B&B accommodation, uncomfortable stay	54
Shopping trip to HRM	80
A beautiful luxurious hotel	100
Lovely stay & spa in room main highlight!	96
Excellent place for meetings	100
Exceptional	100
Great place.  I will be returning.	100
An excellent value for travelers on a budget	83
Woeful Experience!	40
10/10 would book a room again at Willowbrook B & B.	100
NOT 5 Star!!	60
Business mixed with pleausre	80
Memorable stay	92
Great Hotel!	100
Perfect stay	79
First class hotel in a perfect London location”	100
Stayed for a week and would quite happily have stayed longer.	100
Great views of the marina	60
Excellent	96
great location	80
OK for just a nights stay	60
Solo Travellers Beware - World's Tiniest Bedroom	60
Great views	100
I am about to book my second stay at the same Drury Inn.	100
A good place to stay.	100
Perfect stay	100
Nice stay	100
Great Place to Stay.	100
Exceptional	96
Careless	60
Convenient location to Metro/Washington	60
Amazing Hotel	100
Great location and lovely place to stay	83
Rude Hotel Manager and Staff	40
NEVER AGAIN!!!	20
Majestic Magic...	100
Return visit. Great hotel.	96
Family stay at fernandina	92
Pretty little thing :)	100
Great all inclusive option in Mexico	80
Fun anniversary trip!	100
Overall, good stay. Clean room, good breakfast and great...	80
Very good hotel	80
Amazing Hotel with killer views	100
It is on prime location	46
NYLO Hotel	100
Pleasant	67
Good stay, very comfortable and clean	96
Great place. Staff very helpful	92
Good for a short stay...	75
Nice short stay	80
Adele Wembley	40
Free stay from ailrline	60
HARD ROCK... HARD TIMES!!!	40
Good	75
Fantastic resort in the heart of Legian.  Will definitely return	92
Great Hawaiian Hotel	80
Great hotel can't fault it	100
Very Good	83
Great village location.	71
Happy Momma	100
Wonderful	92
Great value good location to train.	100
Awful	29
Yes I'd would stay again	88
Hotel from Hell	20
Good	79
It was a last resort	40
Not a place I'll return nor would recommend.	46
Good enough	80
easy book easy stay - helpfull and amaizing staff	100
Wifi does not work	40
Just right across the beach	80
Best time in London	100
Amazing views!	88
Luxurious boutique hotel, that is comfortable and relaxing. Very convenient to restaurants and shops	96
Exceptional	100
Left the hotel feeling relaxed and chilled ready for the long drive home to Sligo.	96
Very Poor	25
Great place to stay in the city	80
Excellent property with amazing location and views.	83
Excelente location close to Time Square and to the hop on hop off buses. The beds were single size but very comfortable	80
Excellent Service and Food	80
Wonderful	92
The Good, the Bad and the Ugly (Part 2)	100
Upper West Side Delight	88
perfect place to be, i loved everything about the place	96
Be Aware	60
Good	71
Nice hotel and location if you have a car	83
Exceptional	100
summer break with family	100
Beautiful Room	100
Great place to stay with easy access to LA	100
The Nags Head on to Hughenden .	100
great staying	100
We would go again!	79
Good	79
Bit of a let down	60
Rude, incompetent, disrespectful front desk staff	58
you may be able to find a better place in the same budget.	75
Exceptional	100
Fair	50
Flying in late or out early? Try this LAX hotel	92
Pleasant	63
Exceptional	100
Pleasant	67
Over night	60
Decent stay	75
Nice Stay	60
Exceptional	96
Average	60
Officially my joint favourite hotel in the universe...	100
GREAT HOSPITALITY! AWESOME SERVICE!	100
great	96
Good	75
looking forward to my next stay already........	92
OK for Camp Perry, but not for anything else.	38
A great place to stay for a single traveler, or a traveling couple	88
Value is good, but service is not.	67
Outdated	60
Comfortable and very pleasant	88
Great hotel	100
NY Vacation	88
Exceptional	100
Good for the price but with bad bathrooms on the first floor unfortunately	79
Amazing Stay!	100
great hotel and a beautiful location!	100
Good	79
Great hotel in city center	100
Been here a few times!	100
Great service, lovely hotel off the beaten track	100
a standard go to place in bangkok	88
Great hotel with amazing location! Service can be improved.	71
it was good	80
Good	75
Very comfortable and safe for my 17 yr old to transport himself in new city	100
What a wee gem.	100
Great location, reasonable property, uneven service	80
Very nice, practical accommodation	96
A modern Japanese ryokan with the traditional hospitality and first rate facilities.	96
Amazing!!!	100
Exceptional	100
Perfect Location, Friendly Staff & Value For Money hotel	100
Nightmare	20
surprisingly quiet and a good night's sleep	60
Average Stay, not worth the money!	46
Torquay	71
Pleasant	67
Beautiful setting, gorgeous beach	80
Great pool and super happy staff	80
Mold and mildew stench in room.	29
Good	75
Perfect for Trier	96
Wonderful	92
Wonderful hotel!!!	100
Excellent location	100
Would Stay Here Again	100
A little gem in Hanoi	92
Nice, clean beach	60
Nice and comfy. Felt safe. Non smoker smelled like new.	96
The perfect hostel for a teenager.	58
it is good place to stay , Break fast quailuty need imporvment	75
Enjoyed our stay	100
Excellent location for shopping	80
Great location, value! Nice!	100
Disappointed	63
Wonderful Staff	80
Exceptional	100
solid 3.5-4-star experience, very satisfied	80
Wonderful	92
Clean comfortable hotel	60
Excellent	88
Luxury in old Amsterdam	100
Amazing location but at a price.	96
Great Hotel with excellent Staff and very Convenient for Greenwich and the O2!!	100
Wonderful hotel centrally located	100
Best sleep ever.	80
Friendly staff, good location, small room	80
It's a BOX with no window!	40
You are in the city	92
Good for personal transport owners	46
Would not go back to this hotel. Paid far too much for what was a 1 or 2 star experience.	33
Great stay!	100
Better than expected	60
Great place to stay in Gili Air	96
Why the Irish love Villa Mata!!	100
Excellent	100
Awesome B&B first experience!!	100
basic	67
Good	71
Good for short stays.	67
Very Good	83
Good value	72
average hotel	67
Unbelievable and amazing place!	96
Nicest staff ever	100
Bleh...so so	40
Great location....BUT...	60
Horrible hotel	20
EXCELLENT - PURE BLISS	100
Exceptional	96
Wonderful	92
2 couples.	96
Nice and exceptionally clean with friendly staff	100
Fantastic	100
Great place to stay	96
Would recommend!	92
Super "welcoming" Host	100
ONE DISAPPOINTMENT AFTER ANOTHER	42
Pleasant get-away	80
Fair	54
Disappointed non fast rollercoaster teenager!!	60
Exceptional	100
Sorry, but can't recommend it anymore. Wrong choices made by the hotel	46
This hotel was fantastic staff amazing alll around the hotel , cheeky monkey and Natalia were fab hosts food was gorgeou	100
Good	75
Nice hotel near to the beach with very good servic	80
TheUrbanReview	100
Perfect	100
Good one	81
A lovely holiday	100
Excellent stay	96
Few days stay	60
Excellent boutique hotel, wonderful staff, amazing food	100
Loved it	100
Great stay, in a good location.	100
Not great	40
Good for a quick stop over	67
Good for the price	80
A Serene Beautiful Hotel By Rhein	100
Nice hotel,but inquire about parking availablility	80
Good location .. but very poor hotel	50
Room not clean	40
Will definitely stay again and recommend to anyone	100
Clean, friendly, two miles from dowtown Durango	92
Wonderful	92
Wonderful Stay, really didn't have any issues.	80
Best staff	80
What a view - what a lovely place to stay	100
Hot and bothered. Average breakfast	58
2;30pm, 7/5/17	100
Exceptional	100
Convenient to the airport	80
Worth the money	96
Cute hotel.	80
Clean and neat rooms, albeit small.	60
Duped.	46
Good and comfortable	100
A Pleasant Stay	60
Excellent	88
